name,Category,Addr,analytics,logo
Fairfield Inn Salt Lake City Layton,Category 2,"1740 Heritage Park Boulevard Layton, Utah 84041",Fairfield Inn Salt Lake City Layton 4.2   260 Reviews View Rates,undefined undefined
TownePlace Suites Salt Lake City Layton,Category 2,"1743 Woodland Park Drive Layton, Utah 84041",TownePlace Suites Salt Lake City Layton 4.3   253 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Leavenworth,Category 2,"1101 North 4th Street Leavenworth, Kansas 66048",Fairfield Inn & Suites Leavenworth 4.8   350 Reviews View Rates,undefined undefined
TownePlace Suites Leavenworth,Category 2,"1001 North 4th Street Leavenworth, Kansas 66048",TownePlace Suites Leavenworth 4.6   60 Reviews View Rates,undefined undefined
Aloft Leawood-Overland Park,Category 3,"11620 Ash Street Leawood, Kansas 66211",Aloft Leawood-Overland Park 3.4   512 Reviews View Rates,undefined undefined
Courtyard Hanover Lebanon,Category 3,"10 Morgan Drive Lebanon, New Hampshire 03766",Courtyard Hanover Lebanon 4.4   412 Reviews View Rates,undefined undefined
Courtyard Lebanon,Category 3,"300 Corporate Drive Lebanon, New Jersey 08833",Courtyard Lebanon 4.2   336 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lebanon,Category 4,"1145 Franklin Road Lebanon, Tennessee 37090",Fairfield Inn & Suites Lebanon 4.5   128 Reviews View Rates,undefined undefined
Residence Inn Hanover Lebanon,Category 3,"32 Centerra Parkway Lebanon, New Hampshire 03766",Residence Inn Hanover Lebanon 4.4   339 Reviews View Rates,undefined undefined
Element Hanover - Lebanon,Category 4,"25 Foothill Street Lebanon, New Hampshire 03766",Element Hanover - Lebanon 4.4   174 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Kansas City Lee's Summit,Category 3,"1301 NE Windsor Drive Lees Summit, Missouri 64086",Fairfield Inn & Suites Kansas City Lee's Summit 4.6   249 Reviews View Rates,undefined undefined
Courtyard Lehi at Thanksgiving Point,Category 3,"2801 West Club House Drive Lehi, Utah 84043",Courtyard Lehi at Thanksgiving Point 4.6   374 Reviews View Rates,undefined undefined
SpringHill Suites Lehi at Thanksgiving Point,Category 3,"2447 West Executive Parkway Lehi, Utah 84043",SpringHill Suites Lehi at Thanksgiving Point 4.3   370 Reviews View Rates,undefined undefined
SpringHill Suites Kansas City Lenexa/City Center,Category 3,"17190 West 87th Street Lenexa, Kansas 66219",SpringHill Suites Kansas City Lenexa/City Center 4.5   157 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Knoxville Lenoir City/I-75,Category 3,"370 Adesa Parkway Lenoir City, Tennessee 37771",Fairfield Inn & Suites Knoxville Lenoir City/I-75 4.9   28 Reviews View Rates,undefined undefined
Courtyard Lenox Berkshires,Category 5,"70 Pittsfield Road Lenox, Massachusetts 01240",Courtyard Lenox Berkshires 4.6   210 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lewisburg,Category 3,"273 Coleman Drive Lewisburg, West Virginia 24901",Fairfield Inn & Suites Lewisburg 4.7   355 Reviews View Rates,undefined undefined
Courtyard Dallas Lewisville,Category 2,"2701 Lake Vista Drive Lewisville, Texas 75067",Courtyard Dallas Lewisville 3.6   380 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Dallas Lewisville,Category 2,"2697 Lake Vista Drive Lewisville, Texas 75067",Fairfield Inn & Suites Dallas Lewisville 4.3   289 Reviews View Rates,undefined undefined
Residence Inn Dallas Lewisville,Category 2,"755 C Vista Ridge Mall Drive Lewisville, Texas 75067",Residence Inn Dallas Lewisville 4.3   283 Reviews View Rates,undefined undefined
SpringHill Suites Dallas Lewisville,Category 2,"720 East Vista Ridge Mall Drive Lewisville, Texas 75067",SpringHill Suites Dallas Lewisville 4.5   342 Reviews View Rates,undefined undefined
TownePlace Suites Dallas Lewisville,Category 2,"731 East Vista Ridge Mall Drive Lewisville, Texas 75067",TownePlace Suites Dallas Lewisville 4.6   400 Reviews View Rates,undefined undefined
Courtyard Lexington Keeneland/Airport,Category 3,"3100 Wall St Lexington, Kentucky 40513",Courtyard Lexington Keeneland/Airport 4.6   430 Reviews View Rates,undefined undefined
Courtyard Lexington North,Category 3,"775 Newtown Court Lexington, Kentucky 40511",Courtyard Lexington North 4.5   497 Reviews View Rates,undefined undefined
Courtyard Lexington South/Hamburg Place,Category 3,"1951 Pleasant Ridge Drive, I-75 at Man-O-War Boulevard Lexington, Kentucky 40509",Courtyard Lexington South/Hamburg Place 4.2   403 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lexington East/I-75,Category 3,"2211 Elkhorn Road Lexington, Kentucky 40505",Fairfield Inn & Suites Lexington East/I-75 4.6   128 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lexington Keeneland Airport,Category 3,"3050 Lakecrest Circle Lexington, Kentucky 40513",Fairfield Inn & Suites Lexington Keeneland Airport 4.5   249 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lexington North,Category 3,"2100 Hackney Place Lexington, Kentucky 40511",Fairfield Inn & Suites Lexington North 4.4   461 Reviews View Rates,undefined undefined
Lexington Griffin Gate Marriott Resort & Spa,Category 5,"1800 Newtown Pike Lexington, Kentucky 40511",Lexington Griffin Gate Marriott Resort & Spa 4.3   997 Reviews View Rates,undefined undefined
Lexington Marriott City Center,Category 5,"121 West Vine Street Lexington, Kentucky 40507",Lexington Marriott City Center View Calendar,undefined undefined
Residence Inn Lexington City Center,Category 4,"150 West Main Street Lexington, Kentucky 40507",Residence Inn Lexington City Center View Calendar,undefined undefined
Residence Inn Lexington Keeneland/Airport,Category 3,"3110 Wall St. Lexington, Kentucky 40513",Residence Inn Lexington Keeneland/Airport 4.7   396 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/LEXKE/lexke-exterior-0059-hor-feat.jpg?resize=375:150 undefined
Residence Inn Lexington North,Category 3,"1080 Newtown Pike Lexington, Kentucky 40511",Residence Inn Lexington North 4.4   297 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/LEXNN/lexnn-studio-kitchen-4471-hor-feat.jpg?resize=375:150 undefined
Residence Inn Lexington South/Hamburg Place,Category 3,"2688 Pink Pigeon Parkway Lexington, Kentucky 40509",Residence Inn Lexington South/Hamburg Place 4.7   391 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/LEXRI/lexri-suite-0033-hor-feat.jpg?resize=375:150 undefined
SpringHill Suites Lexington Near the University of Kentucky,Category 4,"863 South Broadway Lexington, Kentucky 40504",SpringHill Suites Lexington Near the University of Kentucky 4.4   443 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/LEXSH/lexsh-suite-0064-hor-feat.jpg?resize=375:150 undefined
Aloft Lexington,Category 4,"727 Marrett Road - A Lexington, Massachusetts 02421",Aloft Lexington 3.7   370 Reviews View Rates,undefined undefined
Element Lexington,Category 4,"727 Marrett Road - B Lexington, Massachusetts 02421",Element Lexington 4.1   357 Reviews View Rates,undefined undefined
Four Points by Sheraton Lexington,Category 2,"1938 Stanton Way Lexington, Kentucky 40511",Four Points by Sheraton Lexington 2.6   231 Reviews View Rates,undefined undefined
TownePlace Suites Lexington Keeneland/Airport,Category 3,"980 Midnight Pass Lexington, Kentucky 40513",TownePlace Suites Lexington Keeneland/Airport 4.8   167 Reviews View Rates,undefined undefined
TownePlace Suites Lexington South/Hamburg Place,Category 2,"1790 Vendor Way Lexington, Kentucky 40509",TownePlace Suites Lexington South/Hamburg Place 4.6   387 Reviews View Rates,undefined undefined
Fairfield Inn Lexington Park Patuxent River Naval Air Station,Category 2,"22119 Three Notch Road Lexington Park, Maryland 20653",Fairfield Inn Lexington Park Patuxent River Naval Air Station 4.3   248 Reviews View Rates,undefined undefined
TownePlace Suites Lexington Park Patuxent River Naval Air Station,Category 2,"22520 Three Notch Road Lexington Park, Maryland 20653",TownePlace Suites Lexington Park Patuxent River Naval Air Station 4.4   279 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Liberal,Category 1,"501 Hotel Drive Liberal, Kansas 67901",Fairfield Inn & Suites Liberal 4.8   108 Reviews View Rates,undefined undefined
TownePlace Suites Kansas City Liberty,Category 2,"130 South Stewart Road Liberty, Missouri 64068",TownePlace Suites Kansas City Liberty 4.8   172 Reviews View Rates,undefined undefined
AC Hotel Cincinnati at Liberty Center,Category 3,"7505 Gibson Street Liberty Township, Ohio 45069",AC Hotel Cincinnati at Liberty Center 4.7   577 Reviews View Rates,undefined undefined
Kaua'i Marriott Resort,Category 6,"3610 Rice Street, Hawaii Tax ID W89793163-01 Lihue, Hawaii 96766",Kaua'i Marriott Resort 4.4   1532 Reviews View Rates,undefined undefined
Marriott's Kaua'i Beach Club,Category 6,"3610 Rice Street, Kalapaki Beach, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-04 Lihue - Kauai, Hawaii 96766",Marriott's Kaua'i Beach Club View Rates,undefined undefined
Marriott's Kauai Lagoons - Kalanipu'u,Category 7,"3325 Holokawelu Way, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-05 Lihue - Kauai, Hawaii 96766",Marriott's Kauai Lagoons - Kalanipu'u View Rates,undefined undefined
Courtyard Lima,Category 2,"936 Greely Chapel Rd Lima, Ohio 45804",Courtyard Lima 4.4   404 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lima,Category 2,"2179 Elida Road Lima, Ohio 45805",Fairfield Inn & Suites Lima 4.4   271 Reviews View Rates,undefined undefined
Courtyard Lincoln Downtown/Haymarket,Category 3,"808 R Street Lincoln, Nebraska 68508",Courtyard Lincoln Downtown/Haymarket 4.7   546 Reviews View Rates,undefined undefined
Courtyard Providence Lincoln,Category 3,"636 George Washington Highway Lincoln, Rhode Island 02865",Courtyard Providence Lincoln 4.5   480 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lincoln,Category 3,"4221 Industrial Avenue Lincoln, Nebraska 68504",Fairfield Inn & Suites Lincoln 4.7   265 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lincoln Airport,Category 3,"1000 West Bond Street Lincoln, Nebraska 68521",Fairfield Inn & Suites Lincoln Airport 4.6   178 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Lincoln Southeast,Category 2,"8455 Andermatt Drive Lincoln, Nebraska 68526",Fairfield Inn & Suites Lincoln Southeast 4.7   300 Reviews View Rates,undefined undefined
The Lincoln Marriott Cornhusker Hotel,Category 4,"333 South 13th Street Lincoln, Nebraska 68508",The Lincoln Marriott Cornhusker Hotel 4.3   680 Reviews View Rates,undefined undefined
Residence Inn Lincoln South,Category 3,"5865 Boboli Lane Lincoln, Nebraska 68516",Residence Inn Lincoln South 4.8   328 Reviews View Rates,undefined undefined
TownePlace Suites Lincoln North,Category 2,"7353 Husker Circle Lincoln, Nebraska 68504",TownePlace Suites Lincoln North 4.8   237 Reviews View Rates,undefined undefined
Courtyard Chicago Lincolnshire,Category 2,"505 Milwaukee Avenue Lincolnshire, Illinois 60069",Courtyard Chicago Lincolnshire 4.4   296 Reviews View Rates,undefined undefined
Lincolnshire Marriott Resort,Category 3,"Ten Marriott Drive Lincolnshire, Illinois 60069",Lincolnshire Marriott Resort 4.1   730 Reviews View Rates,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined
SpringHill Suites Chicago Lincolnshire,Category 2,"300 Marriott Drive Lincolnshire, Illinois 60069",SpringHill Suites Chicago Lincolnshire 4.6   413 Reviews View Rates,undefined undefined
Courtyard Baltimore BWI Airport,Category 3,"1671 West Nursery Road Linthicum, Maryland 21090",Courtyard Baltimore BWI Airport 4.3   518 Reviews View Rates,undefined undefined
BWI Airport Marriott,Category 4,"1743 West Nursery Road Linthicum, Maryland 21090",BWI Airport Marriott 4.2   756 Reviews View Rates,undefined undefined
Residence Inn Baltimore BWI Airport,Category 3,"1160 Winterson Road Linthicum, Maryland 21090",Residence Inn Baltimore BWI Airport 4.4   389 Reviews View Rates,undefined undefined
SpringHill Suites Baltimore BWI Airport,Category 3,"899 Elkridge Landing Road Linthicum, Maryland 21090",SpringHill Suites Baltimore BWI Airport 4.2   618 Reviews View Rates,undefined undefined
Aloft BWI Baltimore Washington International Airport,Category 3,"1741 West Nursery Road Linthicum, Maryland 21090",Aloft BWI Baltimore Washington International Airport 3.2   776 Reviews View Rates,undefined undefined
TownePlace Suites Baltimore BWI Airport,Category 3,"1171 Winterson Road Linthicum, Maryland 21090",TownePlace Suites Baltimore BWI Airport 4.5   513 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Baltimore BWI Airport,Category 3,"1020 Andover Road Linthicum Heights, Maryland 21090",Fairfield Inn & Suites Baltimore BWI Airport 4.5   543 Reviews View Rates,undefined undefined
Sheraton Baltimore Washington Airport Hotel - BWI,Category 3,"1100 Old Elkridge Landing Road Linthicum Heights, Maryland 21090",Sheraton Baltimore Washington Airport Hotel - BWI 3.7   529 Reviews View Rates,undefined undefined
The Westin Baltimore Washington Airport - BWI,Category 4,"1110 Old Elkridge Landing Road Linthicum Heights, Maryland 21090",The Westin Baltimore Washington Airport - BWI 3.8   524 Reviews View Rates,undefined undefined
Sheraton Lisle Naperville Hotel,Category 2,"3000 Warrenville Road Lisle, Illinois 60532",Sheraton Lisle Naperville Hotel 3.7   259 Reviews View Rates,undefined undefined
Courtyard Atlanta Lithia Springs,Category 3,"895 Bob Arnold Boulevard Lithia Springs, Georgia 30122",Courtyard Atlanta Lithia Springs 4.4   128 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/CY/cy-main01-0001-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Atlanta Lithia Springs,Category 3,"895 Bob Arnold Boulevard Lithia Springs, Georgia 30122",Fairfield Inn & Suites Atlanta Lithia Springs 4.7   106 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/FN/ffi-main01-0001-hor-feat.jpg?resize=375:150 undefined
SpringHill Suites Atlanta Six Flags,Category 3,"960 Bob Arnold Boulevard Lithia Springs, Georgia 30122",SpringHill Suites Atlanta Six Flags 4.2   476 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ATLFS/atlfs-lobby-0008-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Atlanta Stonecrest,Category 2,"7850 Stonecrest Square Lithonia, Georgia 30038",Fairfield Inn & Suites Atlanta Stonecrest 4   451 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ATLLN/atlln-lobby-0029-hor-feat.jpg?resize=375:150 undefined
AC Hotel Little Rock Downtown,,"201 West Capitol Avenue Little Rock, Arkansas 72201",AC Hotel Little Rock Downtown,undefined undefined
Courtyard Little Rock Downtown,Category 3,"521 President Clinton Avenue Little Rock, Arkansas 72201",Courtyard Little Rock Downtown 4.3   529 Reviews View Rates,undefined undefined
Courtyard Little Rock West,Category 1,"10900 Financial Centre Parkway Little Rock, Arkansas 72211",Courtyard Little Rock West 4.3   418 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Little Rock Airport,Category 3,"4201 East Roosevelt Road Little Rock, Arkansas 72206",Fairfield Inn & Suites Little Rock Airport 4.3   18 Reviews View Rates,undefined undefined
Little Rock Marriott,Category 3,"3 Statehouse Plaza Little Rock, Arkansas 72201",Little Rock Marriott 4.3   944 Reviews View Rates,undefined undefined
Residence Inn Little Rock,Category 2,"1401 South Shackleford Road Little Rock, Arkansas 72211",Residence Inn Little Rock 4.5   458 Reviews View Rates,undefined undefined
Residence Inn Little Rock Downtown,Category 3,"219 River Market Avenue Little Rock, Arkansas 72201",Residence Inn Little Rock Downtown 4.7   473 Reviews View Rates,undefined undefined
SpringHill Suites Little Rock West,Category 2,"306 Markham Center Drive Little Rock, Arkansas 72205",SpringHill Suites Little Rock West 4.4   444 Reviews View Rates,undefined undefined
Aloft Little Rock West,,"716 Rahling Road Little Rock, Arkansas 72223",Aloft Little Rock West,undefined undefined
Four Points by Sheraton Little Rock Midtown,Category 1,"925 South University Avenue Little Rock, Arkansas 72204",Four Points by Sheraton Little Rock Midtown 3.8   160 Reviews View Rates,undefined undefined
